index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
3	1.0000	1	0.3333	4877																																																																			1260	⁵⁵	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1261	⁴⁴	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	4892	1262	j	∅	∅	∅	i	³⁵	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅	1263	j	∅	∅	∅	ĩ	²¹	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																																																																																																																																																										
2	0.6667	2	0.6667	4892	1262	i	j	∅	∅	³⁵	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	1263	ĩ	j	∅	∅	²¹	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																																																																																										
3	1.0000	1	0.3333	4892	1262	³⁵	i	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	1263	²¹	ĩ	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																																																																																										
1	0.3333	3	1.0000	4893	1264	p	∅	∅	∅	ɔ	³⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	1265	p	∅	∅	∅	ɔu	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																			1266	p	∅	∅	∅	ɔ	³⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													1267	p	∅	∅	∅	ɔ	³⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	4893	1264	ɔ	p	∅	∅	³⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1265	ɔu	p	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			1266	ɔ	p	∅	∅	³⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													1267	ɔ	p	∅	∅	³⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	4893	1264	³⁵	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1265	⁵⁵	ɔu	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			1266	³⁵	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													1267	³⁵	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	4894																																													1268	ɕ	∅	∅	∅	o	²¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅	1269	ɕ	∅	∅	∅	o	³¹	∅	S	∅	∅	∅	U	_	∅	3	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	4894																																													1268	o	ɕ	∅	∅	²¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1269	o	ɕ	∅	∅	³¹	∅	∅	U	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	4894																																													1268	²¹	o	ɕ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1269	³¹	o	ɕ	∅	∅	∅	∅	_	U	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	4895																																																																																																															1270	ɲ	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																													1271	ɲ	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	4895																																																																																																															1270	i	ɲ	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																													1271	i	ɲ	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	4895																																																																																																															1270	⁵⁵	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																													1271	⁵⁵	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.3333	3	1.0000	4924	1272	p	∅	∅	∅	ɔ	³¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																																									1273	p	∅	∅	∅	ɔ	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													1274	p	∅	∅	∅	o	³¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	4924	1272	ɔ	p	∅	∅	³¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																									1273	ɔ	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													1274	o	p	∅	∅	³¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	4924	1272	³¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																									1273	²¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													1274	³¹	o	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	4925																							1275	f	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	1276	f	∅	∅	∅	ɤ	³³	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																																																																				
2	0.6667	2	0.6667	4925																							1275	ɤ	f	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	1276	ɤ	f	∅	∅	³³	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	4925																							1275	³³	ɤ	f	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	1276	³³	ɤ	f	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																																																																				
1	0.3333	3	1.0000	4943																																																																																									1277	ʈ	∅	∅	∅	õ	²¹	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							1278	ts	∅	∅	∅	ɔ	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	4943																																																																																									1277	õ	ʈ	∅	∅	²¹	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1278	ɔ	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	4943																																																																																									1277	²¹	õ	ʈ	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1278	⁴²	ɔ	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	4976																																																																			1279	t	∅	∅	∅	e	⁴⁴	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																			1280	d	∅	∅	∅	ɛ	³³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	4976																																																																			1279	e	t	∅	∅	⁴⁴	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			1280	ɛ	d	∅	∅	³³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	4976																																																																			1279	⁴⁴	e	t	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			1280	³³	ɛ	d	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	5077																																																																																									1281	t	∅	∅	∅	ɯ	⁵⁵	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																													1282	t	∅	∅	∅	ɯ	³³	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	5077																																																																																									1281	ɯ	t	∅	∅	⁵⁵	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													1282	ɯ	t	∅	∅	³³	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	5077																																																																																									1281	⁵⁵	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													1282	³³	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	5150																							1283	p	∅	∅	∅	ɛ	⁴²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																																															1284	p	∅	∅	∅	ɛ	⁴²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	5150																							1283	ɛ	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																															1284	ɛ	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	5150																							1283	⁴²	ɛ	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																															1284	⁴²	ɛ	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	5183																																																																																									1285	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	1286	tɕ	∅	∅	∅	i	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	5183																																																																																									1285	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	1286	i	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	5183																																																																																									1285	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	1286	³³	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	5216																							1287	-	∅	∅	∅	ɯ	³⁵	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅	1288	-	∅	∅	∅	ɯ	⁵⁵	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅	1289	-	∅	∅	∅	ɯ	⁵⁵	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅																																																																			1290	ʔ	∅	∅	∅	ɯ	³⁵	∅	H	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	1291	v	∅	∅	∅	ɤ	³⁵	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	5216																							1287	ɯ	-	∅	∅	³⁵	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅	1288	ɯ	-	∅	∅	⁵⁵	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅	1289	ɯ	-	∅	∅	⁵⁵	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																																																																			1290	ɯ	ʔ	∅	∅	³⁵	∅	∅	I	H	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1291	ɤ	v	∅	∅	³⁵	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	5216																							1287	³⁵	ɯ	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅	1288	⁵⁵	ɯ	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅	1289	⁵⁵	ɯ	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																																																																			1290	³⁵	ɯ	ʔ	∅	∅	∅	∅	_	I	H	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1291	³⁵	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	5218																																																																																																															1292	k	∅	∅	∅	ɤ	³⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	1293	k	∅	∅	∅	ɯ	³⁵	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	5218																																																																																																															1292	ɤ	k	∅	∅	³⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1293	ɯ	k	∅	∅	³⁵	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	5218																																																																																																															1292	³⁵	ɤ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1293	³⁵	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	5226	1294	p	∅	∅	∅	e	²¹	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																																																																					1295	p	∅	∅	∅	e	²¹	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	5226	1294	e	p	∅	∅	²¹	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																																																					1295	e	p	∅	∅	²¹	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	5226	1294	²¹	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																																																					1295	²¹	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	5227																							1296	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																													1297	tɕ	∅	∅	∅	ĩ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	5227																							1296	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													1297	ĩ	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	5227																							1296	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													1297	³³	ĩ	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	5229																																																																																																															1298	s	∅	∅	∅	e	³²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																													1299	s	∅	∅	∅	e	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	5229																																																																																																															1298	e	s	∅	∅	³²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													1299	e	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	5229																																																																																																															1298	³²	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													1299	⁴²	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	5286																							1300	kʰ	∅	∅	∅	w	ã	⁵⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	1301	kʰ	∅	∅	∅	w	ã	⁵⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	1302	kʰ	∅	∅	∅	w	ã	⁴⁴	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0																							1303	kʰ	∅	∅	∅	w	a	³⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0																							1304	kʰ	∅	∅	∅	w	a	⁴⁴	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0																						
2	0.5000	3	0.7500	5286																							1300	w	kʰ	∅	∅	ã	⁵⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	1301	w	kʰ	∅	∅	ã	⁵⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	1302	w	kʰ	∅	∅	ã	⁴⁴	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																							1303	w	kʰ	∅	∅	a	³⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																							1304	w	kʰ	∅	∅	a	⁴⁴	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	5286																							1300	ã	w	kʰ	∅	⁵⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	1301	ã	w	kʰ	∅	⁵⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	1302	ã	w	kʰ	∅	⁴⁴	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							1303	a	w	kʰ	∅	³⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							1304	a	w	kʰ	∅	⁴⁴	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	5286																							1300	⁵⁵	ã	w	kʰ	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	1301	⁵⁵	ã	w	kʰ	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	1302	⁴⁴	ã	w	kʰ	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							1303	³⁵	a	w	kʰ	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							1304	⁴⁴	a	w	kʰ	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																						
1	0.3333	3	1.0000	5287																																																																			1305	ɕ	∅	∅	∅	ĩ	⁴⁴	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																							1306	ɕ	∅	∅	∅	i	³⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	5287																																																																			1305	ĩ	ɕ	∅	∅	⁴⁴	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							1306	i	ɕ	∅	∅	³⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	5287																																																																			1305	⁴⁴	ĩ	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							1306	³⁵	i	ɕ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	5289																																																																																																															1307	pʰ	∅	∅	∅	i	⁴²	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	1308	pʰ	∅	∅	∅	i	⁵⁵	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							1309	pʰ	∅	∅	∅	i	⁵⁵	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	5289																																																																																																															1307	i	pʰ	∅	∅	⁴²	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	1308	i	pʰ	∅	∅	⁵⁵	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							1309	i	pʰ	∅	∅	⁵⁵	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	5289																																																																																																															1307	⁴²	i	pʰ	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	1308	⁵⁵	i	pʰ	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							1309	⁵⁵	i	pʰ	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	5391																																																																			1310	pʰ	∅	∅	∅	ao	⁵⁵	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																			1311	pʰ	∅	∅	∅	ao	³³	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	5391																																																																			1310	ao	pʰ	∅	∅	⁵⁵	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			1311	ao	pʰ	∅	∅	³³	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
